CNT,CLIENT_ADDVERY_SEGMENT_JUN,CLIENT_ADDVERY_SEGMENT_JUL,CLIENT_ADDVERY_SEGMENT_AUG,CLIENT_ADDVERY_SEGMENT_SEP,CLIENT_ADDVERY_SEGMENT_OCT,CLIENT_ADDVERY_SEGMENT_NOV
9,3-Retention,4-Winback,1-Active,1-Active,1-Active,3-Retention
1,2-Onboarding,3-Retention,1-Active,3-Retention,3-Retention,1-Active
5,3-Retention,4-Winback,1-Active,1-Active,1-Active,2-Onboarding
42,4-Winback,4-Winback,3-Retention,1-Active,1-Active,1-Active
3,2-Onboarding,1-Active,1-Active,2-Onboarding,2-Onboarding,1-Active
28915,4-Winback,4-Winback,4-Winback,4-Winback,4-Winback,2-Onboarding
749,3-Retention,3-Retention,3-Retention,3-Retention,2-Onboarding,2-Onboarding
3,3-Retention,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,1-Active
61,2-Onboarding,3-Retention,1-Active,1-Active,1-Active,3-Retention
951,3-Retention,3-Retention,3-Retention,2-Onboarding,2-Onboarding,2-Onboarding
165,2-Onboarding,1-Active,1-Active,1-Active,3-Retention,3-Retention
156,1-Active,1-Active,3-Retention,1-Active,3-Retention,3-Retention
1,3-Retention,4-Winback,3-Retention,1-Active,1-Active,1-Active
154,4-Winback,4-Winback,4-Winback,4-Winback,2-Onboarding,1-Active
8,3-Retention,4-Winback,4-Winback,4-Winback,1-Active,2-Onboarding
41,1-Active,3-Retention,3-Retention,1-Active,3-Retention,1-Active
8,3-Retention,3-Retention,4-Winback,4-Winback,2-Onboarding,1-Active
8,4-Winback,1-Active,1-Active,3-Retention,3-Retention,3-Retention
32,3-Retention,4-Winback,4-Winback,4-Winback,3-Retention,3-Retention
598,2-Onboarding,3-Retention,3-Retention,3-Retention,3-Retention,1-Active
12,3-Retention,4-Winback,4-Winback,1-Active,2-Onboarding,2-Onboarding
3,1-Active,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,3-Retention
36755,4-Winback,4-Winback,4-Winback,2-Onboarding,2-Onboarding,2-Onboarding
4,2-Onboarding,1-Active,1-Active,2-Onboarding,1-Active,3-Retention
1,1-Active,2-Onboarding,1-Active,2-Onboarding,1-Active,3-Retention
38,4-Winback,1-Active,1-Active,1-Active,3-Retention,1-Active
1104,1-Active,1-Active,3-Retention,3-Retention,1-Active,1-Active
1,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,4-Winback
1,2-Onboarding,3-Retention,3-Retention,2-Onboarding,2-Onboarding,1-Active
16,2-Onboarding,3-Retention,1-Active,1-Active,3-Retention,3-Retention
730,4-Winback,4-Winback,4-Winback,4-Winback,3-Retention,3-Retention
10,4-Winback,4-Winback,2-Onboarding,2-Onboarding,1-Active,2-Onboarding
1,1-Active,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,2-Onboarding
186,2-Onboarding,2-Onboarding,1-Active,1-Active,1-Active,3-Retention
30,3-Retention,4-Winback,4-Winback,4-Winback,4-Winback,3-Retention
18591,1-Active,1-Active,1-Active,1-Active,3-Retention,3-Retention
6,4-Winback,1-Active,1-Active,1-Active,3-Retention,2-Onboarding
3,4-Winback,1-Active,1-Active,1-Active,2-Onboarding,1-Active
3,2-Onboarding,1-Active,1-Active,3-Retention,1-Active,1-Active
1377,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,1-Active
147123,3-Retention,3-Retention,4-Winback,4-Winback,4-Winback,4-Winback
71,4-Winback,1-Active,1-Active,1-Active,1-Active,3-Retention
171,4-Winback,4-Winback,2-Onboarding,1-Active,1-Active,1-Active
29,1-Active,2-Onboarding,2-Onboarding,1-Active,1-Active,1-Active
136756,3-Retention,4-Winback,4-Winback,4-Winback,4-Winback,4-Winback
1,4-Winback,1-Active,2-Onboarding,1-Active,1-Active,2-Onboarding
1232,3-Retention,4-Winback,4-Winback,2-Onboarding,2-Onboarding,2-Onboarding
91,1-Active,3-Retention,1-Active,1-Active,3-Retention,3-Retention
1,2-Onboarding,2-Onboarding,3-Retention,2-Onboarding,2-Onboarding,2-Onboarding
17,4-Winback,4-Winback,4-Winback,2-Onboarding,1-Active,2-Onboarding
83,1-Active,1-Active,2-Onboarding,3-Retention,3-Retention,3-Retention
3,1-Active,1-Active,2-Onboarding,1-Active,3-Retention,3-Retention
100,1-Active,1-Active,1-Active,1-Active,2-Onboarding,3-Retention
29,3-Retention,1-Active,3-Retention,1-Active,1-Active,3-Retention
664,2-Onboarding,2-Onboarding,2-Onboarding,3-Retention,1-Active,1-Active
115,4-Winback,4-Winback,4-Winback,2-Onboarding,2-Onboarding,1-Active
21,1-Active,1-Active,1-Active,2-Onboarding,2-Onboarding,1-Active
33,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,2-Onboarding,2-Onboarding
2,3-Retention,1-Active,1-Active,2-Onboarding,2-Onboarding,2-Onboarding
3,1-Active,1-Active,2-Onboarding,1-Active,1-Active,2-Onboarding
121,4-Winback,4-Winback,1-Active,2-Onboarding,2-Onboarding,2-Onboarding
24,4-Winback,4-Winback,4-Winback,3-Retention,1-Active,1-Active
8,1-Active,2-Onboarding,2-Onboarding,2-Onboarding,3-Retention,1-Active
3,1-Active,1-Active,2-Onboarding,2-Onboarding,1-Active,2-Onboarding
2,2-Onboarding,1-Active,2-Onboarding,1-Active,2-Onboarding,3-Retention
492,4-Winback,4-Winback,1-Active,1-Active,1-Active,3-Retention
17,4-Winback,4-Winback,2-Onboarding,1-Active,1-Active,2-Onboarding
1,3-Retention,4-Winback,4-Winback,4-Winback,1-Active,3-Retention
875,3-Retention,3-Retention,3-Retention,1-Active,3-Retention,3-Retention
1,4-Winback,4-Winback,4-Winback,3-Retention,1-Active,3-Retention
2,3-Retention,4-Winback,4-Winback,4-Winback,3-Retention,2-Onboarding
8,2-Onboarding,2-Onboarding,1-Active,1-Active,2-Onboarding,1-Active
65,3-Retention,1-Active,3-Retention,3-Retention,1-Active,1-Active
1,3-Retention,4-Winback,4-Winback,1-Active,1-Active,3-Retention
1,2-Onboarding,1-Active,2-Onboarding,1-Active,3-Retention,1-Active
24,2-Onboarding,3-Retention,3-Retention,1-Active,3-Retention,3-Retention
1098,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,1-Active
20,1-Active,1-Active,2-Onboarding,2-Onboarding,2-Onboarding,1-Active
17,4-Winback,4-Winback,1-Active,3-Retention,3-Retention,3-Retention
20123,3-Retention,3-Retention,1-Active,1-Active,1-Active,1-Active
1,1-Active,2-Onboarding,3-Retention,3-Retention,3-Retention,1-Active
15,1-Active,1-Active,1-Active,3-Retention,3-Retention,2-Onboarding
37,3-Retention,4-Winback,3-Retention,3-Retention,3-Retention,3-Retention
42,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,1-Active,2-Onboarding
2,1-Active,1-Active,3-Retention,1-Active,2-Onboarding,3-Retention
6,3-Retention,3-Retention,2-Onboarding,2-Onboarding,1-Active,1-Active
13,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,2-Onboarding,1-Active
3,4-Winback,3-Retention,1-Active,1-Active,1-Active,3-Retention
2,2-Onboarding,3-Retention,3-Retention,1-Active,3-Retention,1-Active
48,2-Onboarding,2-Onboarding,1-Active,1-Active,3-Retention,3-Retention
1132,3-Retention,3-Retention,4-Winback,4-Winback,4-Winback,2-Onboarding
538,2-Onboarding,3-Retention,3-Retention,3-Retention,1-Active,1-Active
9,3-Retention,4-Winback,4-Winback,1-Active,1-Active,2-Onboarding
62,3-Retention,1-Active,3-Retention,3-Retention,3-Retention,1-Active
9,4-Winback,2-Onboarding,1-Active,1-Active,2-Onboarding,2-Onboarding
86,4-Winback,1-Active,1-Active,1-Active,1-Active,2-Onboarding
2,1-Active,2-Onboarding,2-Onboarding,1-Active,1-Active,2-Onboarding
2047,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,1-Active,1-Active
16,1-Active,3-Retention,3-Retention,2-Onboarding,3-Retention,3-Retention
2,2-Onboarding,2-Onboarding,3-Retention,1-Active,3-Retention,1-Active
1,3-Retention,3-Retention,1-Active,1-Active,1-Active,2-Onboarding
1,3-Retention,2-Onboarding,2-Onboarding,3-Retention,1-Active,1-Active
2,2-Onboarding,1-Active,3-Retention,3-Retention,3-Retention,1-Active
1,2-Onboarding,1-Active,1-Active,2-Onboarding,3-Retention,1-Active
60,3-Retention,3-Retention,1-Active,3-Retention,3-Retention,1-Active
1,1-Active,3-Retention,2-Onboarding,2-Onboarding,1-Active,1-Active
6,1-Active,2-Onboarding,2-Onboarding,3-Retention,1-Active,1-Active
122,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,3-Retention
104586,2-Onboarding,2-Onboarding,2-Onboarding,2-Onboarding,3-Retention,3-Retention
52,2-Onboarding,2-Onboarding,2-Onboarding,1-Active,2-Onboarding,3-Retention
3,1-Active,1-Active,2-Onboarding,3-Retention,1-Active,1-Active
5,3-Retention,3-Retention,3-Retention,1-Active,2-Onboarding,2-Onboarding
3,3-Retention,3-Retention,3-Retention,4-Winback,2-Onboarding,1-Active
2,2-Onboarding,1-Active,3-Retention,1-Active,1-Active,3-Retention
1,1-Active,2-Onboarding,1-Active,2-Onboarding,1-Active,1-Active
184,3-Retention,4-Winback,4-Winback,4-Winback,4-Winback,1-Active
178,3-Retention,3-Retention,4-Winback,4-Winback,1-Active,1-Active
8,2-Onboarding,2-Onboarding,1-Active,2-Onboarding,1-Active,1-Active
134,3-Retention,1-Active,3-Retention,1-Active,1-Active,1-Active
41,3-Retention,2-Onboarding,3-Retention,3-Retention,3-Retention,3-Retention
